jwoodcock  sshd         thinclient       Thu Nov  7 13:05 - 13:14  (00:09)
jwoodcock  pts/5        thinclient       Mon Oct 21 12:11 - 12:28  (00:16)
jwoodcock  sshd         thinclient       Mon Oct 21 12:11 - 12:28  (00:16)
jwoodcock  pts/8        thinclient       Mon Oct 21 07:53 - 11:05  (03:12)
jwoodcock  sshd         thinclient       Mon Oct 21 07:53 - 11:06  (03:12)
jwoodcock  pts/7        thinclient       Sun Oct 20 20:27 - 20:29  (00:02)
jwoodcock  sshd         thinclient       Sun Oct 20 20:27 - 20:29  (00:02)
jwoodcock  pts/2        thinclient       Mon Oct 14 13:31 - 13:55  (00:24)
jwoodcock  sshd         thinclient       Mon Oct 14 13:31 - 13:55  (00:24)
jwoodcock  pts/3        thinclient       Wed Oct  9 12:39 - 13:59  (01:20)
jwoodcock  sshd         thinclient       Wed Oct  9 12:39 - 13:59  (01:20)
jwoodcock  sshd         231-52-77-204.sp Wed Oct  9 10:40 - 10:41  (00:01)
jwoodcock  sshd         231-52-77-204.sp Wed Oct  9 10:26 - 10:27  (00:01)
jwoodcock  sshd         231-52-77-204.sp Wed Oct  9 10:05 - 10:06  (00:01)
jwoodcock  sshd         231-52-77-204.sp Wed Oct  9 10:04 - 10:41  (00:36)
jwoodcock  pts/3        thinclient       Wed Oct  9 09:58 - 11:06  (01:08)
jwoodcock  sshd         thinclient       Wed Oct  9 09:58 - 11:06  (01:08)
jwoodcock  sshd         c-50-137-201-171 Wed Oct  9 00:56 - 00:57  (00:00)
jwoodcock  sshd         c-50-137-201-171 Wed Oct  9 00:56 - 00:57  (00:00)
jwoodcock  sshd         c-50-137-201-171 Wed Oct  9 00:55 - 00:57  (00:02)
jwoodcock  pts/9        thinclient       Wed Oct  9 00:09 - 03:57  (03:47)
jwoodcock  sshd         thinclient       Wed Oct  9 00:09 - 03:57  (03:47)
jwoodcock  pts/3        thinclient       Mon Oct  7 12:58 - 13:51  (00:53)
jwoodcock  sshd         thinclient       Mon Oct  7 12:58 - 13:51  (00:53)
jwoodcock  pts/3        thinclient       Mon Oct  7 11:25 - 11:28  (00:03)
jwoodcock  sshd         thinclient       Mon Oct  7 11:25 - 11:28  (00:03)
jwoodcock  pts/3        thinclient       Mon Oct  7 09:22 - 09:45  (00:23)
jwoodcock  sshd         thinclient       Mon Oct  7 09:22 - 09:45  (00:23)
jwoodcock  dtlocal      :13              Mon Sep 23 21:42 - down  (2+13:14)
jwoodcock  dtlocal      :21              Mon Sep 23 19:30 - down  (2+15:26)
jwoodcock  dtlocal      :25              Mon Sep 16 21:06 - down  (1+12:38)
jwoodcock  pts/5        thinclient       Sun Sep  8 21:22 - 21:27  (00:05)
jwoodcock  sshd         thinclient       Sun Sep  8 21:22 - 21:27  (00:05)
jwoodcock  pts/3        thinclient       Sat Aug 24 15:20 - 15:52  (00:31)
jwoodcock  sshd         thinclient       Sat Aug 24 15:20 - 15:52  (00:31)
jwoodcock  pts/3        thinclient       Tue Aug 20 18:13 - 20:25  (02:12)
jwoodcock  sshd         thinclient       Tue Aug 20 18:13 - 20:25  (02:12)
jwoodcock  pts/3        thinclient       Tue Aug 20 17:33 - 17:58  (00:24)
jwoodcock  sshd         thinclient       Tue Aug 20 17:33 - 17:58  (00:24)
jwoodcock  sshd         231-52-77-204.sp Tue Aug 20 17:31 - 17:33  (00:01)
jwoodcock  sshd         231-52-77-204.sp Tue Aug 20 17:30 - 17:56  (00:26)
